^VOX,^VCR,^VDC,^VDE,^VFH,^VHT,^VIS,^VGT,^VAW,^VNQ,^VPU,^VIX,sp500,label
72.26,72.6,90.95,105.11,31.97,69.77,69.3,73.29,80.87,66.33,79.3,13.45,1418.16,0
71.65,72.2,90.91,104.79,32.06,69.83,69.11,73.42,80.73,66.14,79.36,14.02,1418.13,0
71.2,72.16,90.5,104.47,32.13,69.72,68.97,73.07,80.72,66.28,78.85,15.02,1413.17,0
70.51,72.36,90.22,104.77,32.05,69.72,68.66,73.15,81.27,66.24,78.67,15.11,1413.49,0
70.31,71.87,89.54,103.57,31.77,69.6,68.12,72.51,80.14,66.04,77.88,15.96,1402.08,0
71.06,72.32,90.28,104.21,31.95,70.17,68.36,72.8,80.01,66.26,78.23,15.18,1411.13,0
70.64,72.25,90.39,104.07,31.93,70.25,68.2,72.9,79.55,66.46,78.38,16.35,1410.44,0
70.57,72.4,90.6,104.24,31.95,70.21,68.09,72.88,79.39,66.69,78.25,16.49,1409.3,0
71.1,72.77,90.44,103.66,32.07,70.45,68.07,73.01,79.66,66.67,78.16,17.06,1410.49,0
70.63,72.45,89.98,102.43,31.92,70.2,67.46,72.09,78.91,66.52,77.83,17.83,1399.48,0
70.83,72.7,90.15,103.35,32.06,70.48,67.86,72.63,79.85,66.73,77.69,17.47,1406.58,0
71.3,72.64,90.52,102.75,32.19,70.74,67.48,72.67,79.03,67.2,78.06,17.98,1404.94,0
71.68,72.81,90.3,102.54,32.14,70.76,67.27,72.59,79.25,67.08,77.78,17.74,1403.44,0
72.67,74.42,91.53,104.63,32.8,71.88,68.81,74.3,81.18,67.68,78.72,15.6,1432.12,0
72.48,74.93,90.89,106.46,33.11,71.87,69.39,74.28,82.74,67.74,78.42,14.38,1437.92,0
72.68,74.73,90.77,105.93,32.86,71.62,69.1,73.37,82.67,67.21,78.41,16.28,1429.08,0
72.88,74.73,90.57,107,33.11,71.62,69.38,73.51,82.91,67.41,78.17,16.41,1433.56,0
73.63,75.07,90.08,107.49,33.26,71.63,69.72,73.81,82.88,67.55,77.76,15.8,1436.56,0
74.49,75.94,91.58,109.57,33.95,72.42,70.42,74.87,84.93,68.38,78.82,14.05,1459.99,0
73.64,76.46,91.02,111.23,34.28,72.2,70.93,75.6,85.99,68.76,78.24,14.51,1465.77,0
73.86,76.01,91.12,110.24,33.93,72.53,70.5,75.51,84.67,68.56,77.82,14.59,1461.19,0
74.11,75.68,91.66,109.24,33.8,72.87,70.45,75.51,84.35,67.91,77.62,14.18,1459.32,0
74.87,76.39,91.94,108.28,33.76,72.91,70.69,75.44,84.93,67.53,77.68,13.88,1461.05,0
75.1,76.24,92.37,108.64,33.53,73.19,70.13,75.19,84.69,66.53,77.96,14.07,1460.26,0
76.1,76.19,92.04,108.87,33.45,73.56,70.01,75.31,84.41,66.54,78.02,13.98,1460.15,0
76.03,75.83,92.24,108.26,33.23,73.55,69.84,74.61,84.09,65.77,78.09,14.15,1456.89,0
75.45,75.01,91.59,107.08,32.78,73.43,68.91,73.4,82.69,64.8,77.82,15.43,1441.59,0
75.32,74.52,91.52,105.98,32.54,73.01,68.6,72.79,82.33,64.79,78,16.81,1433.32,0
75.81,75.3,91.88,107.47,32.85,73.53,69.28,73.93,83.39,65.07,77.64,14.84,1447.15,0
75.05,74.98,91.58,106.98,32.76,73.21,69.07,73.4,82.9,64.97,77.98,15.73,1440.67,0
75.03,74.97,92.2,107.48,32.88,73.67,69.33,73.14,83.05,64.49,77.57,16.32,1444.49,0
75.17,74.92,92.29,107.49,32.96,74.05,69.34,73.34,82.7,64.98,77.94,15.71,1445.75,0
75.37,75.39,92.53,106.11,33.19,74.56,69.62,73.59,82.37,65.11,78.36,15.43,1450.99,0
75.72,76.14,92.94,107.25,33.61,75.04,70.12,73.76,83.43,65.09,78.84,14.55,1461.4,0
76.16,76.33,93.21,106.93,33.63,75.06,70.23,73.27,83.73,65.17,78.73,14.33,1460.93,0
75.51,76.08,92.95,107.06,33.58,74.9,70.08,72.48,83.48,65.03,78.79,15.11,1455.88,0
74.49,74.97,92.05,107.23,33.33,73.91,69.23,71.56,82.7,64.79,78.68,16.37,1441.48,0
74.26,74.58,91.74,105.34,33.37,73.27,68.72,71.19,81.93,65.05,78.5,16.29,1432.56,0
75.06,74.42,91.43,106.21,33.52,73.55,68.97,71.01,82.31,65,78.6,15.59,1432.84,0
74.38,74.37,91.56,105.58,33.07,73.38,68.94,71.1,81.79,64.77,78.12,16.14,1428.59,0
74.39,75.09,92.07,106.1,33.4,74.27,69.44,71.53,82.49,65.2,78.52,15.27,1440.13,0
74.2,75.79,92.39,107.69,33.59,75.01,70.13,72.73,84.24,65.6,78.83,15.22,1454.92,0
74.65,76.21,92.76,109,33.98,75.06,70.67,72.21,85.04,65.42,79.8,15.07,1460.91,0
75.01,76.34,92.43,109.07,34.04,74.89,70.82,71.15,85.15,66.09,80.07,15.03,1457.34,0
73.57,75.09,91.24,107.3,33.63,73.54,69.56,69.55,83.57,65.54,79.52,17.06,1433.19,0
72.92,74.78,91.27,106.67,33.62,73.49,69.36,70.1,83.75,65.21,79.19,16.62,1433.82,0
72.16,74.17,90.08,104.24,33.16,72.55,68.76,69.41,81.69,64.55,78.48,18.83,1413.11,0
72.24,73.86,90.03,103.49,33.18,72.52,68.4,69.01,81.56,64.5,78.07,18.33,1408.75,0
71.73,73.68,90.61,104.4,33.24,73.1,68.56,68.9,81.54,64.32,78.33,18.12,1412.97,0
72.16,73.74,90.31,104.52,33.05,72.8,68.6,69.05,81.65,63.76,78.37,17.81,1411.94,0
71.79,74.34,90.61,104.38,33.28,72.23,69.11,68.63,81.69,64.38,79,18.6,1412.16,0
72.47,75.33,90.75,105.07,33.61,72.83,70.36,69.94,83.47,64.69,78.35,16.69,1427.59,0
71.97,75.1,90.19,103.29,33.42,72.33,69.75,68.95,81.8,65.12,77.8,17.59,1414.2,0
71.78,75.25,90.02,104.1,33.36,72.59,70.12,69.45,82.37,64.69,76.62,18.42,1417.26,0
71.73,75.77,90.61,105.65,33.72,72.75,70.9,69.89,83.11,64.97,76.79,17.58,1428.39,1
70,74.74,89.59,102.65,32.64,71.51,69.34,68.05,81.88,64.68,75.09,19.08,1394.53,0
69.43,73.47,88.62,100.92,32.38,70.66,68.56,67.09,80.7,63.91,74.96,18.49,1377.51,0
69.33,73.34,88.67,100.91,32.43,70.89,68.67,67.42,80.55,63.74,74.49,18.61,1379.85,0
69.51,73.18,88.62,100.97,32.42,71.15,68.9,67.2,80.42,63.59,73.8,16.68,1380.03,0
69.33,73.29,88.57,100.4,32.22,70.95,68.61,66.79,80.21,63.54,74.1,16.65,1374.53,0
68.53,72.07,87.65,99.18,31.58,69.99,67.02,66.08,78.72,62.35,73.45,17.92,1355.49,0
67.95,71.93,87.55,99.16,31.65,69.76,66.95,65.71,78.21,62.06,72.98,17.99,1353.33,0
68.04,72.52,88.15,99.7,31.91,70.39,67.14,65.98,78.53,62.44,73.85,16.41,1359.88,0
69.44,74.17,89.63,102.05,32.45,71.23,68.44,67.76,80.8,63.21,73.9,15.24,1386.89,0
69.01,74.52,89.84,101.62,32.67,71.62,68.52,67.43,80.82,63.68,73.79,15.08,1387.81,0
69.51,74.75,90.11,102.12,32.67,71.75,68.69,67.76,80.94,63.57,73.53,15.31,1391.03,0
70.43,75.65,91.34,103.5,33.03,72.53,69.51,68.82,82.13,64.04,73.34,15.14,1409.15,0
70.09,75.37,90.78,102.6,32.98,72.19,69.63,69.28,82.12,64.17,74.35,15.5,1406.29,0
69.9,75.18,90.8,101.69,32.68,71.82,69.52,69.02,81.92,63.81,74.53,15.92,1398.94,0
70.3,76.14,91.67,102.76,32.82,72.3,70.11,69.51,82.18,63.73,74.88,15.51,1409.93,0
71.1,76.42,92.09,103.03,33.03,72.91,70.54,69.84,82.81,64.08,75.35,15.06,1415.95,0
71.23,76.39,92.33,102.99,32.98,72.93,70.5,69.72,82.86,64.21,75.99,15.87,1416.18,0
71.25,76.07,92.12,102.39,32.92,72.76,69.83,69.55,81.5,64.47,75.6,16.64,1409.46,0
71.14,75.76,91.97,102.13,32.83,72.81,70.1,69.49,81.73,64.57,75.29,17.12,1407.05,0
71.17,75.38,92.06,103.08,33.17,73.08,70.66,68.78,81.01,64.37,76.27,16.46,1409.28,0
71.23,76,92.16,103.43,33.27,73.12,70.77,69.24,81.23,64.97,76.25,16.58,1413.94,0
71.29,76.19,92.74,104.07,33.49,73.24,71.08,68.92,81.85,65.21,76.3,15.9,1418.07,0
71.06,75.79,92.6,103.96,33.43,73.62,71.46,69.19,82.44,65.18,76.34,16.05,1418.55,0
71.83,76.05,92.83,104.49,33.58,74.41,71.7,70.19,83.02,65.34,76.49,15.57,1427.84,0
72.44,76.07,92.56,104.82,33.67,74.26,71.78,69.89,82.83,65.16,76.42,15.95,1428.48,0
72.51,75.7,92.34,103.88,33.48,73.63,71.52,69.38,82.39,64.66,76.12,16.56,1419.45,0
72.4,75.44,92.19,103.5,33.36,73.33,71.47,68.78,83.02,64.65,75.85,17,1413.58,0
72.91,76.74,92.4,104.4,34,73.86,72.09,69.67,83.83,64.99,77.01,16.34,1430.36,0
73.32,77.63,92.5,106.26,34.47,74.51,73.06,70.84,84.86,65.66,77.53,15.57,1446.79,0
72.85,77.3,91.6,105.57,34.31,73.82,72.75,70.61,84.55,65.57,76.95,17.36,1435.81,0
70.57,76.34,89.5,104.3,34.72,72.71,71.61,69.81,83.67,66.43,76.39,17.67,1443.69,0
70.04,75.62,88.58,103.2,34.36,72.21,71.19,69.22,83.15,66.32,76.14,17.84,1430.15,0
69.83,75.65,88.28,102.29,34.03,71.95,70.94,68.96,83.42,65.61,75.78,17.84,1426.66,0
69.71,74.82,87.61,102.03,33.98,71.62,70.68,68.57,83.78,65.3,75.12,19.48,1419.83,0
69.73,74.95,87.71,101.8,33.9,71.52,70.63,68.47,83.51,65.54,74.96,19.47,1418.1,0
69.08,74.5,86.99,100.19,33.63,70.79,69.91,67.73,82.56,65.11,74.27,22.72,1402.43,0
70.01,75.87,87.9,102.26,34.1,71.67,71.25,69.11,84.21,65.8,75.3,18.02,1426.19,0
71.3,77.49,90.21,104.65,35.03,73.17,72.95,71.24,86.44,66.62,76.79,14.68,1462.42,0
71.37,77.86,90.04,104.69,35,73.19,73.03,70.82,85.86,66.61,76.71,14.56,1459.37,0
71.84,78.12,90.34,105.79,35.42,73.6,73.57,70.51,86.93,66.92,77.14,13.83,1466.47,0
72.01,77.9,89.68,105.07,35.32,73.89,73.28,70.4,86.76,67.07,76.25,13.79,1461.89,0
70.86,77.72,89.48,104.86,35.24,73.9,72.82,70.22,86.81,66.94,76.13,13.62,1457.15,0
71.32,77.99,89.72,104.68,35.22,74.74,73.41,70.46,87.34,67.13,75.95,13.81,1461.02,0
71.67,78.3,90.24,105.67,35.58,75.19,73.74,70.78,87.62,67.2,76.29,13.49,1472.12,0
71.51,78.35,90.48,105.81,35.52,75.1,73.53,71.04,87.5,67.16,76.44,13.36,1472.05,0
70.85,78.52,90.9,105.69,35.45,75.3,73.66,70.63,87.53,67.35,76.34,13.52,1470.68,0
70.33,79.08,91.2,106.21,35.59,75.24,73.91,70.28,87.59,67.67,76.59,13.55,1472.34,0
69.74,78.84,91.08,106.49,35.57,74.99,73.59,70.63,87.01,67.59,76.13,13.42,1472.63,0
70.28,79.71,91.76,107.26,35.64,75.7,74.39,71.01,87.84,67.8,76.57,13.57,1480.94,0
70.61,79.85,92.1,108.15,35.69,75.95,75.04,70.77,88.2,68.09,77.14,12.46,1485.98,0
71.32,79.96,92.09,109.26,36,76.25,75.35,70.93,88.91,68.44,77.91,12.43,1492.56,0
71.42,80.05,92.05,108.84,35.99,76.1,75.36,71.7,88.69,68.42,77.64,12.46,1494.81,0
71.49,80.61,92.35,109.17,36.1,76.6,75.85,70.58,88.81,68.56,78.01,12.69,1494.82,0
71.34,81.44,92.81,110.15,36.27,77.22,76.28,70.75,89.05,68.95,78.33,12.89,1502.96,0
71.47,81.14,92.88,109.83,36.13,76.91,76.28,70.99,88.27,69.13,78.24,13.57,1500.18,0
72.24,80.81,93.35,111.49,36.32,77.63,76.47,70.74,88.69,69.33,78.94,13.31,1507.84,0
71.63,80.55,93.18,110.79,36.18,77.32,75.79,70.63,87.99,68.67,78.96,14.32,1501.96,0
72.23,80.46,93.08,110.45,36.14,77.12,75.63,70.64,87.53,68.26,79.21,14.28,1498.11,0
73.27,80.9,93.8,111.46,36.62,77.76,76.4,71.43,88.54,68.66,79.47,12.9,1513.17,0
72.63,79.81,92.99,110.45,36.23,76.89,75.58,70.34,87.63,68.5,78.93,14.67,1495.71,0
72.81,80.65,94.01,111.35,36.6,77.72,76.36,71.28,88.1,68.34,79.13,13.72,1511.29,0
72.81,80.84,94.18,111.4,36.73,77.73,76.43,71.26,88.35,68.58,79.34,13.41,1512.12,0
72.63,80.58,94.53,111.11,36.59,77.44,76.36,71.28,87.94,68.29,79.53,13.5,1509.39,0
72.66,81.26,94.49,112.1,36.73,77.95,76.67,71.99,88.43,68.92,79.57,13.02,1517.93,0
72.51,81.02,94.42,111.43,36.85,77.79,76.67,72.06,88.32,69.02,79.74,12.94,1517.01,0
72.64,81.42,94.34,111.66,37.12,77.68,76.98,71.79,88.48,69.54,80.09,12.64,1519.43,0
72.54,81.47,94.43,112.1,37.07,77.72,77.49,71.77,88.73,69.5,80.06,12.98,1520.33,0
71.45,81.47,94.64,112.96,37.17,77.85,77.6,71.92,88.63,69.21,79.5,12.66,1521.38,0
71.64,81.52,94.8,111.69,37.06,77.93,77.7,71.86,88.53,69.24,79.67,12.46,1519.79,0
72.15,81.86,95.8,113,37.37,78.43,78.35,72.28,88.34,69.79,80.43,12.31,1530.94,0
71.57,80.52,95.55,110.74,36.84,77.87,77.2,71.17,85.61,69.34,80.15,14.68,1511.95,0
71.42,79.74,95.78,109.88,36.53,77.5,76.57,70.42,84.88,68.82,79.8,15.22,1502.42,0
72.1,80.29,96.24,111.04,36.95,77.96,77.24,71.24,86.04,69.51,80.63,14.17,1515.6,0
71.44,79.01,95,108.16,36.04,76.94,75.67,70.19,84.05,68.19,79.72,18.99,1487.85,0
71.67,79.7,95.25,109.04,36.27,77.22,76.14,70.57,84.84,68.66,80.03,16.87,1496.94,0
71.86,80.93,95.95,110.73,36.75,78.07,77.54,71.18,86.31,69.16,80.82,14.73,1515.99,0
71.67,81.01,95.97,110.81,36.72,78.1,77.5,71.01,86.33,69.09,81.04,15.51,1514.68,0
71.62,81.27,96.25,110.45,36.8,78.64,77.33,71.13,86.22,69.32,81.27,15.36,1518.2,0
72.16,82,96.93,110.11,37.11,79.1,77.3,71.27,86.46,69.84,82,14.01,1525.2,0
72.59,82.89,97.24,110.89,37.44,79.84,78.42,72.33,86.98,70.39,82.51,13.48,1539.79,0
72.53,82.87,97.12,111.14,37.63,79.95,78.53,72.31,87.83,70.18,82.43,13.53,1541.46,0
72.8,83.07,97.12,111.66,37.85,79.96,78.63,72.62,88.11,69.85,82.17,13.06,1544.26,0
73.29,83.84,97.4,112.21,37.97,80.2,79.4,72.71,88.94,69.97,82.4,12.59,1551.18,0
73.2,84.05,97.41,112.28,38.21,80.59,79.59,72.92,89.31,70.03,82.66,11.56,1556.22,0
73.44,83.81,97.31,112.43,38.02,80.83,79.2,72.59,89.45,69.77,82.36,12.27,1552.48,0
73.35,84.2,97.55,112.23,38.15,80.91,79.71,72.6,89.24,69.84,82.7,11.83,1554.52,0
73.84,84.44,97.93,113.77,38.39,81.03,80.19,73.13,89.84,70.28,82.87,11.3,1563.23,0
73.31,84.1,97.52,113.69,38.52,80.75,80.14,72.87,89.87,70.44,83.45,11.3,1560.7,0
73.35,83.56,97.25,112.78,38.21,80.33,79.81,72.76,89.29,70.05,82.95,13.36,1552.1,0
73.55,83.01,97.97,111.59,38.01,80.32,79.72,72.53,88.99,69.71,83.12,14.39,1548.34,0
73.58,84.05,98.94,112.28,38.25,81.02,79.99,73.03,89.68,69.93,83.79,12.67,1558.71,0
73.39,83.34,98.65,111.62,37.86,80.55,79.2,72.11,88.4,69.72,83.42,13.99,1545.8,0
73.81,84.09,99.5,112.48,37.96,81.03,79.62,72.46,88.32,69.55,82.77,13.57,1556.89,0
73.85,84.05,99.45,112.16,37.88,80.85,79.06,72.31,87.78,69.56,82.62,13.74,1551.69,0
74.14,84.46,100.4,113.39,38.12,81.76,79.38,72.77,88.29,70.16,83.46,12.77,1563.77,0
73.66,84.59,100.24,113.7,38.03,82.14,79.42,72.67,88.3,70.29,83.78,13.15,1562.85,0
74.15,84.83,100.73,113.31,38.11,82.92,79.87,72.9,88.73,70.53,84.75,12.7,1569.19,0
74.3,84.2,100.62,113.08,37.93,82.94,78.89,72.13,87.59,70.74,84.52,13.58,1562.17,0
74.49,84.74,101.6,112.38,38.06,84.03,78.52,72.23,86.76,70.96,84.86,12.78,1570.25,0
74.25,83.87,100.43,110.44,37.5,83.37,77.76,71.68,85.84,70.71,84.48,14.21,1553.69,0
74.85,84.34,100.98,110.36,37.79,83.7,78.01,71.6,86.43,71.86,85.26,13.89,1559.98,0
75.22,84.08,100.31,110.45,37.74,83.21,77.86,70.95,86.22,72.25,85.62,13.92,1553.28,0
75.87,84.9,101.37,111.18,38.1,83.36,78.4,71.19,86.49,72.83,86.33,13.19,1563.07,0
76.2,84.73,101.22,112.12,38.22,83.6,78.56,71.73,87.31,72.84,86.03,12.84,1568.61,0
77.22,85.75,102.12,112.7,38.66,84.98,79.68,73.1,88,73.29,86.72,12.36,1587.73,0
77.67,86.54,102.54,113.11,38.77,85.78,79.86,72.8,88.27,73.72,86.99,12.24,1593.37,0
78.66,86.93,102.92,111.61,38.62,85.91,79.44,72.36,87.21,73.9,87.27,12.06,1588.85,1
77.68,84.56,101.26,107.16,37.69,84.19,76.9,70.97,83.66,72.37,85.81,17.27,1552.36,0
77.9,85.69,102.97,108.31,38.28,85.46,78.03,72.01,85.36,73.57,86.89,13.96,1574.57,0
76.84,84.79,102.11,106.11,37.6,85.09,76.76,70.4,83.96,72.79,86.38,16.51,1552.01,0
77.62,83.85,101.98,106.97,37.3,84.02,76.36,69.37,83.69,72.68,86.65,17.56,1541.61,0
78.75,84.87,103.55,106.84,37.77,85.59,76.68,69.28,84.76,73.8,87.9,14.97,1555.25,0
79.14,85.23,103.84,107.98,37.81,85.99,76.71,69.87,85.48,73.7,87.88,14.39,1562.5,0
79.82,86.17,104.7,109.21,38.44,86.59,77.45,70.84,86.32,74.11,88.1,13.48,1578.78,0
78.38,86.27,103.1,110.59,38.67,85.21,78.14,71.2,87.71,74.27,88.3,13.61,1578.79,0
79.78,87.22,103.51,110.42,38.83,85.58,78.5,71.46,88.39,74.02,88.47,13.62,1585.16,0
79.6,86.9,103.52,110.29,38.67,85.54,78.4,71.45,87.2,73.78,88.43,13.61,1582.24,0
79.93,87.19,103.82,111.41,38.88,85.86,78.75,72.47,88.24,74.41,89.16,13.71,1593.61,0
80.27,87.43,103.68,111.85,39.05,85.28,78.9,73.29,88.58,75.28,89.53,13.52,1597.57,0
79.17,86.93,103.42,110.1,38.57,84.3,77.72,72.63,86.85,74.68,88.58,14.49,1582.7,0
79.56,87.86,103.84,111.35,38.92,85.33,78.64,73.7,87.64,75.17,88.5,13.59,1597.59,0
79.84,88.96,104.4,113.61,39.26,85.76,80.07,74.49,89.24,75.47,88.44,12.85,1614.42,0
79.52,89.2,103.63,114.23,39.65,85.37,80.56,74.9,89.55,75.86,87.33,12.66,1617.5,0
80.37,89.97,104.45,115.02,39.92,85.52,81.3,74.81,90.31,76.28,88.19,12.83,1625.96,0
81.14,90.2,104.59,115.29,40.19,85.84,81.8,75.38,91.14,76.32,87.47,12.66,1632.69,0
80.24,90.29,103.94,115.09,39.89,85.99,81.62,75.1,90.81,75.82,86.09,13.13,1626.67,0
80.97,91.09,104.53,114.62,40.02,86.94,82,75.44,90.91,76.1,86.36,12.59,1633.7,0
80.44,91.1,104.7,114.54,40.16,87.59,81.73,75.28,90.18,76.46,86.01,12.55,1633.77,0
81.2,92.07,105.92,116,40.76,88.55,82.75,75.61,91.29,76.74,86.59,12.77,1650.34,0
81.77,92.48,106.93,115.73,41.12,88.84,83.25,75.76,91.77,77.5,87.43,12.81,1658.78,0
81.36,91.52,106.28,115.24,40.88,87.93,82.87,76.16,91.25,77.1,86.78,13.07,1650.47,0
81.64,92.42,106.51,117,41.38,88.43,84.01,77.01,92.39,77.53,87.62,12.45,1667.47,0
81.02,92.21,105.6,118.66,41.43,87.87,84.2,77.06,92.53,77.71,87.29,13.02,1666.29,0
81.01,92.59,105.55,118.54,41.51,88.69,84.3,76.94,92.47,78.15,87.36,13.37,1669.16,0
79.67,91.72,105.3,117.01,41.02,88.45,83.46,76.02,91.28,76.25,85.87,13.82,1655.35,0
80.16,91.43,104.93,116.93,40.72,88.67,83.28,75.98,91.16,74.82,85.23,14.07,1650.51,0
79.77,91.31,105.73,116.47,40.74,88.42,83.14,75.83,90.85,74.63,84.39,13.99,1649.6,0
79.13,92.2,106.09,117.7,41.06,89.31,83.73,76.4,91.9,73.99,83.6,14.48,1660.06,0
77.79,91.33,104.21,117.46,40.94,88.04,83.17,76.31,91.6,72.42,82.32,14.83,1648.36,0
78.06,91.37,103.82,117.15,41.29,88.72,83.58,77.04,91.9,71.74,82.73,14.53,1654.41,0
77.28,90.42,101.97,114.85,40.5,86.93,82.87,76.4,90.58,70.78,82.19,16.3,1630.74,0
77.28,90.76,103.02,115.93,40.69,87.33,83.24,76.78,91.01,71.18,82.38,16.28,1640.42,0
77.64,90.46,102.98,115.04,40.31,86.7,82.68,76.24,90.68,70.19,81.96,16.27,1631.38,0
76.71,89.01,101.87,113.73,39.73,85.44,81.2,75.48,88.81,69.61,81.29,17.5,1608.9,0
78.16,89.86,102.34,114.54,40.3,86.62,81.76,75.67,89.43,70.73,82.25,16.63,1622.56,0
78.27,91.43,103.64,115.98,40.85,87.61,83.18,76.42,90.05,70.74,82.88,15.14,1643.38,0
78.89,91.12,103.72,115.59,40.9,87.81,83.04,76.53,90.53,70.13,82.77,15.44,1642.81,0
78.33,90.21,103.41,113.91,40.24,87.42,82.27,75.67,89.32,69.09,82.26,17.07,1626.13,0
78.02,89.38,103.01,113.12,39.83,86.57,81.64,75.05,88.8,68.15,81.37,18.59,1612.52,0
79.23,90.99,104.07,115.08,40.56,87.85,82.81,75.9,90.47,69.92,82.72,16.41,1636.36,0
79.18,90.75,103.75,114.01,40.16,87.65,82.42,75.39,89.92,70.18,82.82,17.15,1626.73,0
78.57,91.15,104.59,115.4,40.47,87.82,82.91,76.19,90.48,70.38,83.11,16.8,1639.04,0
79.63,92.14,105.09,116.09,40.75,88.53,84,76.82,90.97,70.74,83.73,16.61,1651.81,0
78.04,91.14,103.1,115.09,40.14,87.18,82.87,76.07,90.17,68.57,81.86,16.64,1628.93,1
76.5,88.74,100.02,111.81,39.27,84.94,80.94,74.36,87.81,65.72,79.66,20.49,1588.19,0
76.86,88.75,101.24,111.97,39.31,85.71,80.81,73.94,87.37,66.61,80.51,18.9,1592.43,0
76.15,87.91,100.76,110.28,38.44,85.04,79.46,72.88,85.95,65.68,79.62,20.11,1573.09,0
77.53,88.78,100.97,111.68,39.15,85.41,80.39,73.46,86.52,66.78,80.59,18.47,1588.03,0
77.86,89.82,102,112.41,39.53,86.66,81.12,73.87,86.8,67.79,81.61,17.21,1603.26,0
79.05,90.76,102.46,112.64,40.11,87.01,82.06,74.28,86.96,69.15,81.83,16.86,1613.2,0
78.91,91.14,102,112.44,39.91,86.39,81.6,73.98,86.53,68.72,82.19,16.86,1606.28,0
78.74,91.75,102.7,113.06,40.09,87.06,82.48,74.55,87.43,68.57,81.1,16.37,1614.96,0
78.91,91.9,102.82,113.38,40.16,86.79,81.72,74.57,87.07,69.62,81.08,16.44,1614.08,0
79.34,92.27,102.54,113.42,40.05,86.59,81.72,75.05,87,69.16,80.95,16.2,1615.41,0
80.06,93.25,102.89,114.82,40.62,87.87,83.04,75.71,87.72,68.83,80.72,14.89,1631.89,0
80.36,94.03,103.87,115.52,40.9,88.32,83.25,75.48,88.17,68.9,81.86,14.78,1640.46,0
80.62,94.51,104.75,116.84,41.24,88.58,84.45,75.92,89.51,69.88,82.53,14.35,1652.32,0
80.86,94.59,104.91,116.15,41.02,89.15,84.34,76.27,89.55,69.91,82.97,14.21,1652.62,0
81.81,95.91,106.48,117.25,41.44,90.33,85.67,77.58,91,71.6,84.23,14.01,1675.02,0
81.86,96.31,106.58,117.61,41.69,90.98,85.29,77.7,90.69,71.16,84.43,13.84,1680.19,0
83.44,96.15,106.7,117.51,41.9,91.14,85.56,78,90.79,71.46,85.87,13.79,1682.5,0
83.74,95.51,106.36,116.88,41.73,90.61,85.03,78.01,90.19,71.51,85.38,14.42,1676.26,0
83.83,95.66,106.56,117.36,41.92,90.81,85.41,78.14,90.89,71.77,85.33,13.78,1680.91,0
83.51,96.18,107.05,118.64,42.46,91.06,86.18,77.96,91.12,72.38,86.14,13.77,1689.37,0
83.48,96.07,107.57,120.16,42.47,92.13,87.04,76.67,91.48,72.33,86.09,12.54,1692.09,0
83.76,96.06,107.46,119.91,42.73,92.56,87.13,76.91,91.85,72.55,86.08,12.29,1695.53,0
83.79,95.84,107.18,120.16,42.66,92.22,87.09,76.58,92.14,72.47,86.31,12.66,1692.39,0
83.13,95.52,106.48,118.81,42.28,92.01,86.49,77.13,91.3,71.06,84.99,13.18,1685.94,0
83.48,95.73,107.07,119.4,42.34,92.52,86.61,77.62,91.81,71.17,85.71,12.97,1690.25,0
83.41,96.04,107.04,119.12,42.3,93.01,86.4,77.59,91.36,71.23,85.98,12.72,1691.65,0
83.5,95.5,106.66,118.11,41.99,92.76,85.95,77.46,91.69,70.7,86.04,13.39,1685.33,0
82.77,95.53,106.63,117.99,41.99,92.84,86.32,78.12,91.73,70.49,86.32,13.39,1685.96,0
82.26,96.03,106.62,118.31,41.94,92.99,86.62,78.01,91.52,69.34,85.83,13.45,1685.73,0
82.75,97.57,107.61,119.83,42.56,93.67,88.15,78.93,92.39,69.07,86.63,12.94,1706.87,0
82.74,98.08,107.68,119.22,42.52,93.69,88.29,79.35,92.63,68.73,86.53,11.98,1709.67,0
83.07,98.02,107.79,119,42.44,93.63,88.03,79.58,92.54,68.68,86.01,11.84,1707.14,0
82.62,97.37,107.58,118.31,42.08,93.11,87.17,79.05,91.55,68.44,85.46,12.72,1697.37,0
82.73,96.6,107.08,117.81,41.81,93.02,86.88,78.83,91.51,68.26,85.84,12.98,1690.91,0
82.42,97.33,107.53,118.5,41.9,93.07,87.34,79.2,92.84,68.29,86.08,12.73,1697.48,0
82.03,97.09,107.01,118.17,41.85,92.81,87.1,78.9,93.26,68.89,85.57,13.41,1691.42,0
82.15,97.07,106.85,117.58,41.66,92.57,87.25,79.44,93.33,68.4,85.17,12.81,1689.47,0
81.36,97.08,106.88,117.78,41.76,92.72,87.4,80.04,93.5,67.46,84.66,12.31,1694.16,0
81.23,96.13,106.2,117.35,41.64,92.1,86.74,79.85,93.45,67.2,84.11,13.04,1685.39,0
80.36,94.41,104.35,116.71,41.02,90.53,85.76,78.46,92.48,65.97,82.9,14.73,1661.32,0
79.76,94.05,103.75,116.31,40.86,90.08,85.85,78.52,91.94,64.35,82.02,14.37,1655.83,0
78.79,93.7,103.39,114.37,40.3,90.18,85.39,78.28,91.07,63.5,81.37,15.1,1646.06,0
79.53,94.66,103.53,115.07,40.77,90.63,85.66,78.5,91.82,64.94,82.06,14.91,1652.35,0
78.6,93.85,102.71,114.4,40.52,90.24,85.17,78.34,91.17,64.79,81.2,15.94,1642.8,0
79.07,94.82,103.2,116.05,40.97,90.85,86.35,78.82,92.25,65.18,81.64,14.76,1656.96,0
